"id","father","mother","age","sexe","career"
"46to2","NRb8","40qf4",0,"F",0
"46wa8","NRb8","43kl1",0,"F",0
"46ya2","NRb8","44tl3",0,"F",0
"46tw5","NRm5","39lk9",0,"F",0
"45sk3","NRi9","37lg9",1,"F",1
"45dw9","NRp0","37yk2",1,"F",1
"45wn2","NRp0","39np8",1,"F",1
"45sv5","NRi9","42iy2",1,"F",1
"45bt7","NRp0","40sr7",1,"F",1
"45zo2","NRi9","42ff8",1,"F",1
"45ei2","NRi9","37ip6",1,"F",1
"45lo1","NRi9","39jc9",1,"F",1
"44jc8","NRp0","38qo8",2,"F",2
"44qq2","NRp0","41qe3",2,"F",2
"44pu1","NRi9","41es6",2,"F",2
"44tl3","NRp0","41pe1",2,"F",2
"44gp8","NRi9","36jb7",2,"F",2
"43dl1","NRp0","36jb7",3,"F",3
"43ol6","NRi9","39xv5",3,"F",3
"43vr2","NRi9","37ko1",3,"F",3
"43kl1","NRi9","39br8",3,"F",3
"43qm8","NRi9","35ip2",3,"F",3
"42ff8","NRp0","37up4",4,"F",4
"42sv9","NRi9","37yk2",4,"F",4
"42iy2","NRi9","35ip2",4,"F",4
"41qe3","NRj0","36nf7",5,"F",5
"41zc1","NRj0","36vg5",5,"F",5
"41es6","NRp5","34jf8",5,"F",5
"41pe1","NRj0","35cx8",5,"F",5
"40qf4","NRj0","36jb7",6,"F",6
"40ke2","NRp5","36yq8",6,"F",6
"40sr7","NRj0","38yf8",6,"F",6
"40vy7","NRp5","37up4",6,"F",6
"40ef7","NRp5","32pd4",6,"F",6
"39xv5","NRj0","31qz1",7,"F",7
"39np8","NRp5","33fx8",7,"F",7
"39lk9","NRp5","35qk9",7,"F",7
"39jc9","NRj0","31ml2",7,"F",7
"39co1","NRj0","32mm9",7,"F",7
"39br8","NRj0","37nd5",7,"F",7
"NRm5","RFr9","RMd1",5,"M",1
"NRb8","RFu1","RMe4",6,"M",1
