"id","father","mother","age","sexe","career"
"28pl8","NRp6","24ts4",0,"F",0
"28ps3","NRz8","22wp3",0,"F",0
"28mx8","NRp6","25gn4",0,"F",0
"28gz1","NRz8","25xn4",0,"F",0
"28zx4","NRz8","21wf7",0,"F",0
"27io1","NRp6","23yk4",1,"F",1
"27he9","NRz8","25xn4",1,"F",1
"27nz4","NRp6","19gi6",1,"F",1
"27ke5","NRz8","23mc8",1,"F",1
"27ko9","NRz8","22vt7",1,"F",1
"26xm9","NRp6","20hh5",2,"F",2
"26qa0","NRp6","22vt7",2,"F",2
"26gu5","NRz8","18um9",2,"F",2
"25gn4","NRt5","19nw2",3,"F",3
"25xn4","NRt5","19kr0",3,"F",3
"25ps5","NRt5","23mc8",3,"F",3
"25zv7","NRq1","20gl2",3,"F",3
"24km0","NRt5","20gl2",4,"F",4
"24az7","NRt5","20cm1",4,"F",4
"24ts4","NRq1","16qr3",4,"F",4
"24ph5","NRt5","16up8",4,"F",4
"24le7","NRq1","18um9",4,"F",4
"23rt5","NRt5","19gi6",5,"F",5
"23rf5","NRt5","16ky3",5,"F",5
"23mc8","NRq1","15uh9",5,"F",5
"23eo7","NRt5","15ej0",5,"F",5
"23yk4","NRq1","20gl2",5,"F",5
"23ng4","NRt5","19tm1",5,"F",5
"22fc5","NRt5","19nw2",6,"F",6
"22lg6","NRq1","19eo5",6,"F",6
"22vt7","NRq1","16up8",6,"F",6
"22wp3","NRt5","14kv3",6,"F",6
"21so8","NRz7","13uv8",7,"F",7
"21nq5","NRg3","14kv3",7,"F",7
"21wt4","NRz7","18jy8",7,"F",7
"21fa2","NRz7","18um9",7,"F",7
"21qf8","NRz7","16my5",7,"F",7
"21wf7","NRg3","13pb1",7,"F",7
"21vw9","NRg3","19gi6",7,"F",7
"21mc8","NRg3","15cy0",7,"F",7
"NRz8","RFo3","RMt7",8,"M",3
"NRp6","RFq5","RMt6",11,"M",3
