"id","father","mother","age","sexe","career"
"4ta2","0bv8","0it3",0,"F",0
"4pv0","0th1","0tn8",0,"F",0
"4ti4","0th1","0fa1",0,"F",0
"4af5","0bv8","0nu4",0,"F",0
"4jm7","0th1","0gl7",0,"F",0
"3kl4","0bv8","0kf6",1,"F",1
"3lu9","0bv8","0le6",1,"F",1
"3vp4","0bv8","0bb6",1,"F",1
"3im7","0bv8","0op6",1,"F",1
"3rc1","0bv8","0gy2",1,"F",1
"2ac8","0bv8","0ij7",2,"F",2
"2ee0","0bv8","0aa7",2,"F",2
"2hs9","0bv8","0co5",2,"F",2
"1bu6","0th1","0kf6",3,"F",3
"1aw3","0th1","0yj8",3,"F",3
"1di7","0th1","0co5",3,"F",3
"1jx6","0bv8","0nz7",3,"F",3
"0ru5","Fzp3","Men0",5,"F",3
"0aa7","Fhw4","Mqc6",5,"F",3
"0mp4","Fja6","Msz0",7,"F",3
"0nu4","Frl6","Mew4",5,"F",3
"0yg9","Fty4","Mxv1",5,"F",3
"0wt6","Fcd4","Mxs4",7,"F",3
"0le6","Fti5","Mvr8",6,"F",3
"0nr5","Fos4","Mvh5",7,"F",3
"0rm8","Fdw6","Mxq4",4,"F",3
"0ra5","Fum5","Mxe5",7,"F",3
"0bb6","Fzn6","Mkl5",4,"F",3
"0op6","Fiw6","Mnv1",7,"F",3
"0ck5","Fiq3","Mqk0",5,"F",3
"0gy2","Frc6","Mbw8",4,"F",3
"0fa1","Fpc7","Mtp8",7,"F",3
"0yg7","Fjg1","Mjx4",5,"F",3
"0it3","Fpk5","Mue0",6,"F",3
"0ws4","Fnu9","Mrh5",6,"F",3
"0qk1","Fxd9","Mbp3",4,"F",3
"0nt7","Faj8","Mog2",7,"F",3
"0hy6","Frk1","Msu3",7,"F",3
"0rw5","Fph7","Mpz4",4,"F",3
"0xh2","For5","Mpc0",6,"F",3
"0bv8","Fgc1","Mts3",5,"M",3
"0th1","Fua8","Msr1",11,"M",3
