"id","father","mother","age","sexe","career"
"7ch6","NRy4","0rm8",0,"F",0
"7wj0","NRl0","0qk1",0,"F",0
"7ir8","NRl0","5kq9",0,"F",0
"7wc1","NRl0","3lu9",0,"F",0
"7wk9","NRy4","4jm7",0,"F",0
"7tu1","NRl0","5lq5",0,"F",0
"6tq2","NRl0","0yg9",1,"F",1
"6or3","NRy4","1bu6",1,"F",1
"6qy3","NRl0","4jm7",1,"F",1
"6jz7","NRy4","3im7",1,"F",1
"5du9","0th1","0fa1",2,"F",2
"5lq5","0bv8","1jx6",2,"F",2
"5dy0","0bv8","0hy6",2,"F",2
"5kq9","0bv8","3kl4",2,"F",2
"5se9","0bv8","0aa7",2,"F",2
"5az8","0bv8","0bb6",2,"F",2
"5et6","0bv8","1aw3",2,"F",2
"5rm0","0bv8","0ra5",2,"F",2
"4ta2","0bv8","0it3",3,"F",3
"4pv0","0th1","0tn8",3,"F",3
"4ti4","0th1","0fa1",3,"F",3
"4af5","0bv8","0nu4",3,"F",3
"4jm7","0th1","0gl7",3,"F",3
"3kl4","0bv8","0kf6",4,"F",4
"3lu9","0bv8","0le6",4,"F",4
"3vp4","0bv8","0bb6",4,"F",4
"3im7","0bv8","0op6",4,"F",4
"3rc1","0bv8","0gy2",4,"F",4
"2ac8","0bv8","0ij7",5,"F",5
"2ee0","0bv8","0aa7",5,"F",5
"2hs9","0bv8","0co5",5,"F",5
"1bu6","0th1","0kf6",6,"F",6
"1aw3","0th1","0yj8",6,"F",6
"1di7","0th1","0co5",6,"F",6
"1jx6","0bv8","0nz7",6,"F",6
"0rm8","Fdw6","Mxq4",7,"F",6
"0bb6","Fzn6","Mkl5",7,"F",6
"0gy2","Frc6","Mbw8",7,"F",6
"0qk1","Fxd9","Mbp3",7,"F",6
"0rw5","Fph7","Mpz4",7,"F",6
"NRy4","RFz3","RMq5",8,"M",2
"NRl0","RFw7","RMd6",9,"M",2
