"id","father","mother","age","sexe","career"
"29nt5","NRp6","26qa0",0,"F",0
"29fy5","NRp6","24ph5",0,"F",0
"29uk5","NRp6","24le7",0,"F",0
"29ah0","NRp6","21mc8",0,"F",0
"29ud8","NRz8","22lg6",0,"F",0
"29eb3","NRz8","23eo7",0,"F",0
"29ws7","NRz8","27he9",0,"F",0
"29yp4","NRp6","21qf8",0,"F",0
"28pl8","NRp6","24ts4",1,"F",1
"28ps3","NRz8","22wp3",1,"F",1
"28mx8","NRp6","25gn4",1,"F",1
"28gz1","NRz8","25xn4",1,"F",1
"28zx4","NRz8","21wf7",1,"F",1
"27io1","NRp6","23yk4",2,"F",2
"27he9","NRz8","25xn4",2,"F",2
"27nz4","NRp6","19gi6",2,"F",2
"27ke5","NRz8","23mc8",2,"F",2
"27ko9","NRz8","22vt7",2,"F",2
"26xm9","NRp6","20hh5",3,"F",3
"26qa0","NRp6","22vt7",3,"F",3
"26gu5","NRz8","18um9",3,"F",3
"25gn4","NRt5","19nw2",4,"F",4
"25xn4","NRt5","19kr0",4,"F",4
"25ps5","NRt5","23mc8",4,"F",4
"25zv7","NRq1","20gl2",4,"F",4
"24km0","NRt5","20gl2",5,"F",5
"24az7","NRt5","20cm1",5,"F",5
"24ts4","NRq1","16qr3",5,"F",5
"24ph5","NRt5","16up8",5,"F",5
"24le7","NRq1","18um9",5,"F",5
"23rt5","NRt5","19gi6",6,"F",6
"23rf5","NRt5","16ky3",6,"F",6
"23mc8","NRq1","15uh9",6,"F",6
"23eo7","NRt5","15ej0",6,"F",6
"23yk4","NRq1","20gl2",6,"F",6
"23ng4","NRt5","19tm1",6,"F",6
"22fc5","NRt5","19nw2",7,"F",7
"22lg6","NRq1","19eo5",7,"F",7
"22vt7","NRq1","16up8",7,"F",7
"22wp3","NRt5","14kv3",7,"F",7
"NRg1","RFv7","RMo1",5,"M",0
"NRk3","RFs0","RMh7",8,"M",0
