"id","father","mother","age","sexe","career"
"10hu3","NRb4","7wj0",0,"F",0
"10fp1","NRb4","7wc1",0,"F",0
"10tn9","NRc2","5et6",0,"F",0
"9lm9","NRl0","5lq5",1,"F",1
"9rj7","NRl0","3lu9",1,"F",1
"9pg7","NRl0","5kq9",1,"F",1
"9rl1","NRy4","5se9",1,"F",1
"8ip6","NRy4","0bb6",2,"F",2
"8nr3","NRl0","6jz7",2,"F",2
"8hg0","NRy4","4ti4",2,"F",2
"8bn7","NRl0","1bu6",2,"F",2
"8it1","NRl0","5dy0",2,"F",2
"7ch6","NRy4","0rm8",3,"F",3
"7wj0","NRl0","0qk1",3,"F",3
"7ir8","NRl0","5kq9",3,"F",3
"7wc1","NRl0","3lu9",3,"F",3
"7wk9","NRy4","4jm7",3,"F",3
"7tu1","NRl0","5lq5",3,"F",3
"6tq2","NRl0","0yg9",4,"F",4
"6or3","NRy4","1bu6",4,"F",4
"6qy3","NRl0","4jm7",4,"F",4
"6jz7","NRy4","3im7",4,"F",4
"5du9","0th1","0fa1",5,"F",5
"5lq5","0bv8","1jx6",5,"F",5
"5dy0","0bv8","0hy6",5,"F",5
"5kq9","0bv8","3kl4",5,"F",5
"5se9","0bv8","0aa7",5,"F",5
"5az8","0bv8","0bb6",5,"F",5
"5et6","0bv8","1aw3",5,"F",5
"5rm0","0bv8","0ra5",5,"F",5
"4ta2","0bv8","0it3",6,"F",6
"4pv0","0th1","0tn8",6,"F",6
"4ti4","0th1","0fa1",6,"F",6
"4af5","0bv8","0nu4",6,"F",6
"4jm7","0th1","0gl7",6,"F",6
"3kl4","0bv8","0kf6",7,"F",7
"3lu9","0bv8","0le6",7,"F",7
"3vp4","0bv8","0bb6",7,"F",7
"3im7","0bv8","0op6",7,"F",7
"3rc1","0bv8","0gy2",7,"F",7
"NRc2","RFp7","RMk6",7,"M",1
"NRb4","RFq6","RMf1",4,"M",1
