"id","father","mother","age","sexe","career"
"11qb0","NRc2","7ch6",0,"F",0
"11bc5","NRb4","7tu1",0,"F",0
"11lb3","NRb4","5et6",0,"F",0
"11dw0","NRb4","8ip6",0,"F",0
"11lu3","NRc2","3im7",0,"F",0
"10hu3","NRb4","7wj0",1,"F",1
"10fp1","NRb4","7wc1",1,"F",1
"10tn9","NRc2","5et6",1,"F",1
"9lm9","NRl0","5lq5",2,"F",2
"9rj7","NRl0","3lu9",2,"F",2
"9pg7","NRl0","5kq9",2,"F",2
"9rl1","NRy4","5se9",2,"F",2
"8ip6","NRy4","0bb6",3,"F",3
"8nr3","NRl0","6jz7",3,"F",3
"8hg0","NRy4","4ti4",3,"F",3
"8bn7","NRl0","1bu6",3,"F",3
"8it1","NRl0","5dy0",3,"F",3
"7ch6","NRy4","0rm8",4,"F",4
"7wj0","NRl0","0qk1",4,"F",4
"7ir8","NRl0","5kq9",4,"F",4
"7wc1","NRl0","3lu9",4,"F",4
"7wk9","NRy4","4jm7",4,"F",4
"7tu1","NRl0","5lq5",4,"F",4
"6tq2","NRl0","0yg9",5,"F",5
"6or3","NRy4","1bu6",5,"F",5
"6qy3","NRl0","4jm7",5,"F",5
"6jz7","NRy4","3im7",5,"F",5
"5du9","0th1","0fa1",6,"F",6
"5lq5","0bv8","1jx6",6,"F",6
"5dy0","0bv8","0hy6",6,"F",6
"5kq9","0bv8","3kl4",6,"F",6
"5se9","0bv8","0aa7",6,"F",6
"5az8","0bv8","0bb6",6,"F",6
"5et6","0bv8","1aw3",6,"F",6
"5rm0","0bv8","0ra5",6,"F",6
"4ta2","0bv8","0it3",7,"F",7
"4pv0","0th1","0tn8",7,"F",7
"4ti4","0th1","0fa1",7,"F",7
"4af5","0bv8","0nu4",7,"F",7
"4jm7","0th1","0gl7",7,"F",7
"NRc2","RFp7","RMk6",8,"M",2
"NRb4","RFq6","RMf1",5,"M",2
