"id","father","mother","age","sexe","career"
"35rh1","NRh1","27io1",0,"F",0
"35cx8","NRh1","31ml2",0,"F",0
"35xv3","NRh1","31qz1",0,"F",0
"35ip2","NRh1","28mx8",0,"F",0
"35qk9","NRh1","29ws7",0,"F",0
"34gh9","NRl3","31qz1",1,"F",1
"34mh7","NRh1","28ps3",1,"F",1
"34jf8","NRh1","30py8",1,"F",1
"33rr8","NRk3","28gz1",2,"F",2
"33cg9","NRk3","26xm9",2,"F",2
"33fx8","NRg1","26gu5",2,"F",2
"33pa3","NRg1","29fy5",2,"F",2
"32pd4","NRk3","26xm9",3,"F",3
"32th7","NRk3","24le7",3,"F",3
"32op6","NRg1","29uk5",3,"F",3
"32mm9","NRg1","25ps5",3,"F",3
"32oy3","NRg1","28mx8",3,"F",3
"31wr3","NRg1","29eb3",4,"F",4
"31wh3","NRg1","28pl8",4,"F",4
"31qe3","NRg1","28zx4",4,"F",4
"31bk1","NRg1","28gz1",4,"F",4
"31qz1","NRk3","27ko9",4,"F",4
"31ml2","NRg1","29ud8",4,"F",4
"30bp5","NRg1","24le7",5,"F",5
"30py8","NRk3","24ph5",5,"F",5
"30jt9","NRg1","23rf5",5,"F",5
"30xd3","NRg1","28gz1",5,"F",5
"29nt5","NRp6","26qa0",6,"F",6
"29fy5","NRp6","24ph5",6,"F",6
"29uk5","NRp6","24le7",6,"F",6
"29ah0","NRp6","21mc8",6,"F",6
"29ud8","NRz8","22lg6",6,"F",6
"29eb3","NRz8","23eo7",6,"F",6
"29ws7","NRz8","27he9",6,"F",6
"29yp4","NRp6","21qf8",6,"F",6
"28pl8","NRp6","24ts4",7,"F",7
"28ps3","NRz8","22wp3",7,"F",7
"28mx8","NRp6","25gn4",7,"F",7
"28gz1","NRz8","25xn4",7,"F",7
"28zx4","NRz8","21wf7",7,"F",7
"NRh1","RFj2","RMt0",7,"M",2
"NRl3","RFp7","RMs0",8,"M",2
