"id","father","mother","age","sexe","career"
"30bp5","NRg1","24le7",0,"F",0
"30py8","NRk3","24ph5",0,"F",0
"30jt9","NRg1","23rf5",0,"F",0
"30xd3","NRg1","28gz1",0,"F",0
"29nt5","NRp6","26qa0",1,"F",1
"29fy5","NRp6","24ph5",1,"F",1
"29uk5","NRp6","24le7",1,"F",1
"29ah0","NRp6","21mc8",1,"F",1
"29ud8","NRz8","22lg6",1,"F",1
"29eb3","NRz8","23eo7",1,"F",1
"29ws7","NRz8","27he9",1,"F",1
"29yp4","NRp6","21qf8",1,"F",1
"28pl8","NRp6","24ts4",2,"F",2
"28ps3","NRz8","22wp3",2,"F",2
"28mx8","NRp6","25gn4",2,"F",2
"28gz1","NRz8","25xn4",2,"F",2
"28zx4","NRz8","21wf7",2,"F",2
"27io1","NRp6","23yk4",3,"F",3
"27he9","NRz8","25xn4",3,"F",3
"27nz4","NRp6","19gi6",3,"F",3
"27ke5","NRz8","23mc8",3,"F",3
"27ko9","NRz8","22vt7",3,"F",3
"26xm9","NRp6","20hh5",4,"F",4
"26qa0","NRp6","22vt7",4,"F",4
"26gu5","NRz8","18um9",4,"F",4
"25gn4","NRt5","19nw2",5,"F",5
"25xn4","NRt5","19kr0",5,"F",5
"25ps5","NRt5","23mc8",5,"F",5
"25zv7","NRq1","20gl2",5,"F",5
"24km0","NRt5","20gl2",6,"F",6
"24az7","NRt5","20cm1",6,"F",6
"24ts4","NRq1","16qr3",6,"F",6
"24ph5","NRt5","16up8",6,"F",6
"24le7","NRq1","18um9",6,"F",6
"23rt5","NRt5","19gi6",7,"F",7
"23rf5","NRt5","16ky3",7,"F",7
"23mc8","NRq1","15uh9",7,"F",7
"23eo7","NRt5","15ej0",7,"F",7
"23yk4","NRq1","20gl2",7,"F",7
"23ng4","NRt5","19tm1",7,"F",7
"NRg1","RFv7","RMo1",6,"M",1
"NRk3","RFs0","RMh7",9,"M",1
