"id","father","mother","age","sexe","career"
"9lm9","NRl0","5lq5",0,"F",0
"9rj7","NRl0","3lu9",0,"F",0
"9pg7","NRl0","5kq9",0,"F",0
"9rl1","NRy4","5se9",0,"F",0
"8ip6","NRy4","0bb6",1,"F",1
"8nr3","NRl0","6jz7",1,"F",1
"8hg0","NRy4","4ti4",1,"F",1
"8bn7","NRl0","1bu6",1,"F",1
"8it1","NRl0","5dy0",1,"F",1
"7ch6","NRy4","0rm8",2,"F",2
"7wj0","NRl0","0qk1",2,"F",2
"7ir8","NRl0","5kq9",2,"F",2
"7wc1","NRl0","3lu9",2,"F",2
"7wk9","NRy4","4jm7",2,"F",2
"7tu1","NRl0","5lq5",2,"F",2
"6tq2","NRl0","0yg9",3,"F",3
"6or3","NRy4","1bu6",3,"F",3
"6qy3","NRl0","4jm7",3,"F",3
"6jz7","NRy4","3im7",3,"F",3
"5du9","0th1","0fa1",4,"F",4
"5lq5","0bv8","1jx6",4,"F",4
"5dy0","0bv8","0hy6",4,"F",4
"5kq9","0bv8","3kl4",4,"F",4
"5se9","0bv8","0aa7",4,"F",4
"5az8","0bv8","0bb6",4,"F",4
"5et6","0bv8","1aw3",4,"F",4
"5rm0","0bv8","0ra5",4,"F",4
"4ta2","0bv8","0it3",5,"F",5
"4pv0","0th1","0tn8",5,"F",5
"4ti4","0th1","0fa1",5,"F",5
"4af5","0bv8","0nu4",5,"F",5
"4jm7","0th1","0gl7",5,"F",5
"3kl4","0bv8","0kf6",6,"F",6
"3lu9","0bv8","0le6",6,"F",6
"3vp4","0bv8","0bb6",6,"F",6
"3im7","0bv8","0op6",6,"F",6
"3rc1","0bv8","0gy2",6,"F",6
"2ac8","0bv8","0ij7",7,"F",7
"2ee0","0bv8","0aa7",7,"F",7
"2hs9","0bv8","0co5",7,"F",7
"NRc2","RFp7","RMk6",6,"M",0
"NRb4","RFq6","RMf1",3,"M",0
