"id","father","mother","age","sexe","career"
"47kg6","NRm5","41pe1",0,"F",0
"47wl1","NRb8","45wn2",0,"F",0
"47vw3","NRb8","44qq2",0,"F",0
"47xz6","NRm5","40qf4",0,"F",0
"47js3","NRb8","41zc1",0,"F",0
"47yp3","NRb8","45lo1",0,"F",0
"46to2","NRb8","40qf4",1,"F",1
"46wa8","NRb8","43kl1",1,"F",1
"46ya2","NRb8","44tl3",1,"F",1
"46tw5","NRm5","39lk9",1,"F",1
"45sk3","NRi9","37lg9",2,"F",2
"45dw9","NRp0","37yk2",2,"F",2
"45wn2","NRp0","39np8",2,"F",2
"45sv5","NRi9","42iy2",2,"F",2
"45bt7","NRp0","40sr7",2,"F",2
"45zo2","NRi9","42ff8",2,"F",2
"45ei2","NRi9","37ip6",2,"F",2
"45lo1","NRi9","39jc9",2,"F",2
"44jc8","NRp0","38qo8",3,"F",3
"44qq2","NRp0","41qe3",3,"F",3
"44pu1","NRi9","41es6",3,"F",3
"44tl3","NRp0","41pe1",3,"F",3
"44gp8","NRi9","36jb7",3,"F",3
"43dl1","NRp0","36jb7",4,"F",4
"43ol6","NRi9","39xv5",4,"F",4
"43vr2","NRi9","37ko1",4,"F",4
"43kl1","NRi9","39br8",4,"F",4
"43qm8","NRi9","35ip2",4,"F",4
"42ff8","NRp0","37up4",5,"F",5
"42sv9","NRi9","37yk2",5,"F",5
"42iy2","NRi9","35ip2",5,"F",5
"41qe3","NRj0","36nf7",6,"F",6
"41zc1","NRj0","36vg5",6,"F",6
"41es6","NRp5","34jf8",6,"F",6
"41pe1","NRj0","35cx8",6,"F",6
"40qf4","NRj0","36jb7",7,"F",7
"40ke2","NRp5","36yq8",7,"F",7
"40sr7","NRj0","38yf8",7,"F",7
"40vy7","NRp5","37up4",7,"F",7
"40ef7","NRp5","32pd4",7,"F",7
"NRm5","RFr9","RMd1",6,"M",2
"NRb8","RFu1","RMe4",7,"M",2
