"id","father","mother","age","sexe","career"
"23rt5","NRt5","19gi6",0,"F",0
"23rf5","NRt5","16ky3",0,"F",0
"23mc8","NRq1","15uh9",0,"F",0
"23eo7","NRt5","15ej0",0,"F",0
"23yk4","NRq1","20gl2",0,"F",0
"23ng4","NRt5","19tm1",0,"F",0
"22fc5","NRt5","19nw2",1,"F",1
"22lg6","NRq1","19eo5",1,"F",1
"22vt7","NRq1","16up8",1,"F",1
"22wp3","NRt5","14kv3",1,"F",1
"21so8","NRz7","13uv8",2,"F",2
"21nq5","NRg3","14kv3",2,"F",2
"21wt4","NRz7","18jy8",2,"F",2
"21fa2","NRz7","18um9",2,"F",2
"21qf8","NRz7","16my5",2,"F",2
"21wf7","NRg3","13pb1",2,"F",2
"21vw9","NRg3","19gi6",2,"F",2
"21mc8","NRg3","15cy0",2,"F",2
"20ju8","NRg3","18um9",3,"F",3
"20hh5","NRz7","13pb1",3,"F",3
"20cm1","NRg3","13dk1",3,"F",3
"20gl2","NRg3","12ka8",3,"F",3
"20bp4","NRg3","13hd0",3,"F",3
"19tm1","NRg3","17yj1",4,"F",4
"19gi6","NRz7","11lu3",4,"F",4
"19eo5","NRg3","11bc5",4,"F",4
"19kr0","NRz7","12tc7",4,"F",4
"19nw2","NRz7","17zq0",4,"F",4
"18wo1","NRz7","11qb0",5,"F",5
"18jy8","NRg3","11dw0",5,"F",5
"18um9","NRg3","11lu3",5,"F",5
"17yj1","NRt8","12tc7",6,"F",6
"17ve6","NRt8","9rl1",6,"F",6
"17wg6","NRl3","11bc5",6,"F",6
"17zq0","NRt8","14sn2",6,"F",6
"16my5","NRt8","10fp1",7,"F",7
"16kl6","NRt8","14kv3",7,"F",7
"16qr3","NRl3","11dw0",7,"F",7
"16ky3","NRl3","14sn2",7,"F",7
"16up8","NRt8","13hd0",7,"F",7
"NRt5","RFa1","RMb4",10,"M",2
"NRq1","RFu0","RMw4",7,"M",2
