"id","father","mother","age","sexe","career"
"49xj4","NRm5","44gp8",0,"F",0
"49dk9","NRb8","46to2",0,"F",0
"49yd9","NRb8","46tw5",0,"F",0
"49lv0","NRb8","45lo1",0,"F",0
"48kk3","NRb8","44qq2",1,"F",1
"48ki9","NRb8","46ya2",1,"F",1
"48qn5","NRm5","41es6",1,"F",1
"48fd8","NRm5","43vr2",1,"F",1
"48ur4","NRb8","42iy2",1,"F",1
"47kg6","NRm5","41pe1",2,"F",2
"47wl1","NRb8","45wn2",2,"F",2
"47vw3","NRb8","44qq2",2,"F",2
"47xz6","NRm5","40qf4",2,"F",2
"47js3","NRb8","41zc1",2,"F",2
"47yp3","NRb8","45lo1",2,"F",2
"46to2","NRb8","40qf4",3,"F",3
"46wa8","NRb8","43kl1",3,"F",3
"46ya2","NRb8","44tl3",3,"F",3
"46tw5","NRm5","39lk9",3,"F",3
"45sk3","NRi9","37lg9",4,"F",4
"45dw9","NRp0","37yk2",4,"F",4
"45wn2","NRp0","39np8",4,"F",4
"45sv5","NRi9","42iy2",4,"F",4
"45bt7","NRp0","40sr7",4,"F",4
"45zo2","NRi9","42ff8",4,"F",4
"45ei2","NRi9","37ip6",4,"F",4
"45lo1","NRi9","39jc9",4,"F",4
"44jc8","NRp0","38qo8",5,"F",5
"44qq2","NRp0","41qe3",5,"F",5
"44pu1","NRi9","41es6",5,"F",5
"44tl3","NRp0","41pe1",5,"F",5
"44gp8","NRi9","36jb7",5,"F",5
"43dl1","NRp0","36jb7",6,"F",6
"43ol6","NRi9","39xv5",6,"F",6
"43vr2","NRi9","37ko1",6,"F",6
"43kl1","NRi9","39br8",6,"F",6
"43qm8","NRi9","35ip2",6,"F",6
"42ff8","NRp0","37up4",7,"F",7
"42sv9","NRi9","37yk2",7,"F",7
"42iy2","NRi9","35ip2",7,"F",7
"NRp7","RFi1","RMi2",6,"M",0
"NRb7","RFi0","RMx9",5,"M",0
